# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
25/08/2026 10:32:30,Class A,999100003,54.568212,11.323079,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:32:30,Class A,999100004,54.594153,11.289983,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:32:30,Class A,999100005,54.590852,11.354135,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:32:30,Class A,999100006,54.580500,11.321478,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:32:30,Class A,999100007,54.596163,11.284733,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:32:30,Class A,999100008,54.582139,11.331854,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:32:30,Class A,999100009,54.615254,11.162562,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:32:30,Class A,999100010,54.621690,11.514684,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:32:30,Class A,999100011,54.632812,11.176302,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:32:30,Class A,999100012,54.612203,11.496356,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:32:30,Class A,999100013,54.638583,11.207747,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:32:30,Class A,999100014,54.477946,11.304275,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:32:30,Class A,999100015,54.472179,11.366660,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:32:30,Class A,999100016,54.484418,11.251437,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:32:40,Class A,999100001,54.578435,11.294667,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:32:40,Class A,999100002,54.594793,11.331959,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:32:40,Class A,999100003,54.568359,11.323818,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:32:40,Class A,999100004,54.593430,11.289648,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:32:40,Class A,999100005,54.591042,11.353744,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:32:40,Class A,999100006,54.580500,11.321510,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:32:40,Class A,999100007,54.596441,11.285715,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:32:40,Class A,999100008,54.582015,11.331978,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:32:40,Class A,999100009,54.615271,11.163399,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:32:40,Class A,999100010,54.621670,11.513663,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:32:40,Class A,999100011,54.633000,11.176389,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:32:40,Class A,999100012,54.611816,11.496113,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:32:40,Class A,999100013,54.638821,11.207597,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:32:40,Class A,999100014,54.477142,11.304227,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:32:40,Class A,999100015,54.471991,11.365771,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:32:40,Class A,999100016,54.484580,11.252199,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:32:50,Class A,999100001,54.578649,11.295583,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:32:50,Class A,999100002,54.594593,11.331144,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:32:50,Class A,999100003,54.568507,11.324557,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:32:50,Class A,999100004,54.592707,11.289314,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:32:50,Class A,999100005,54.591232,11.353353,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:32:50,Class A,999100006,54.580500,11.321542,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:32:50,Class A,999100007,54.596718,11.286697,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:32:50,Class A,999100008,54.581891,11.332101,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:32:50,Class A,999100009,54.615288,11.164237,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:32:50,Class A,999100010,54.621649,11.512642,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:32:50,Class A,999100011,54.633187,11.176475,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:32:50,Class A,999100012,54.611430,11.495870,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:32:50,Class A,999100013,54.639060,11.207447,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:32:50,Class A,999100014,54.476338,11.304179,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:32:50,Class A,999100015,54.471802,11.364881,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:32:50,Class A,999100016,54.484741,11.252962,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:33:00,Class A,999100001,54.578864,11.296500,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:33:00,Class A,999100002,54.594392,11.330329,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:33:00,Class A,999100003,54.568654,11.325295,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:33:00,Class A,999100004,54.591983,11.288979,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:33:00,Class A,999100005,54.591422,11.352962,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:33:00,Class A,999100006,54.580500,11.321574,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:33:00,Class A,999100007,54.596996,11.287679,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:33:00,Class A,999100008,54.581767,11.332225,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:33:00,Class A,999100009,54.615305,11.165074,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:33:00,Class A,999100010,54.621628,11.511621,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:33:00,Class A,999100011,54.633375,11.176562,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:33:00,Class A,999100012,54.611043,11.495627,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:33:00,Class A,999100013,54.639299,11.207296,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:33:00,Class A,999100014,54.475535,11.304130,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:33:00,Class A,999100015,54.471614,11.363992,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:33:00,Class A,999100016,54.484902,11.253724,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:33:10,Class A,999100001,54.579079,11.297417,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:33:10,Class A,999100002,54.594192,11.329514,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:33:10,Class A,999100003,54.568801,11.326034,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:33:10,Class A,999100004,54.591260,11.288645,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:33:10,Class A,999100005,54.591612,11.352571,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:33:10,Class A,999100006,54.580500,11.321606,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:33:10,Class A,999100007,54.597273,11.288662,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:33:10,Class A,999100008,54.581643,11.332348,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:33:10,Class A,999100009,54.615322,11.165912,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:33:10,Class A,999100010,54.621608,11.510600,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:33:10,Class A,999100011,54.633562,11.176649,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:33:10,Class A,999100012,54.610657,11.495384,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:33:10,Class A,999100013,54.639538,11.207146,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:33:10,Class A,999100014,54.474731,11.304082,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:33:10,Class A,999100015,54.471426,11.363103,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:33:10,Class A,999100016,54.485063,11.254487,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:33:20,Class A,999100001,54.579293,11.298334,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:33:20,Class A,999100002,54.593991,11.328699,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:33:20,Class A,999100003,54.568949,11.326773,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:33:20,Class A,999100004,54.590537,11.288310,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:33:20,Class A,999100005,54.591802,11.352180,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:33:20,Class A,999100006,54.580500,11.321638,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:33:20,Class A,999100007,54.597551,11.289644,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:33:20,Class A,999100008,54.581519,11.332472,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:33:20,Class A,999100009,54.615339,11.166749,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:33:20,Class A,999100010,54.621587,11.509579,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:33:20,Class A,999100011,54.633750,11.176736,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:33:20,Class A,999100012,54.610270,11.495142,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:33:20,Class A,999100013,54.639777,11.206996,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:33:20,Class A,999100014,54.473928,11.304034,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:33:20,Class A,999100015,54.471238,11.362214,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:33:20,Class A,999100016,54.485224,11.255249,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:33:30,Class A,999100001,54.579508,11.299250,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:33:30,Class A,999100002,54.593791,11.327884,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:33:30,Class A,999100003,54.569096,11.327511,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:33:30,Class A,999100004,54.589814,11.287976,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:33:30,Class A,999100005,54.591992,11.351789,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
25/08/2026 10:33:30,Class A,999100006,54.580500,11.321670,At anchor,0.0,0.4,90.0,90,Unknown,S0006,SYNTH FOXTROT,Tug,Undefined,11,34,GPS,,SYNTHETIC,,AIS,24.5,9.5,5.5,5.5
25/08/2026 10:33:30,Class A,999100007,54.597828,11.290626,Under way using engine,0.0,13.7,64.0,64,Unknown,S0007,SYNTH GOLF,Tanker,Undefined,42,245,GPS,,SYNTHETIC,,AIS,176.4,68.6,21.0,21.0
25/08/2026 10:33:30,Class A,999100008,54.581395,11.332596,Under way using engine,0.0,3.1,150.0,150,Unknown,S0008,SYNTH HOTEL,Fishing,Undefined,6,22,GPS,,SYNTHETIC,,AIS,15.8,6.2,3.0,3.0
25/08/2026 10:33:30,Class A,999100009,54.615356,11.167587,Under way using engine,0.0,10.5,88.0,88,Unknown,S0009,SYNTH INDIA,Cargo,Undefined,23,155,GPS,,SYNTHETIC,,AIS,111.6,43.4,11.5,11.5
25/08/2026 10:33:30,Class A,999100010,54.621566,11.508558,Under way using engine,0.0,12.8,268.0,268,Unknown,S0010,SYNTH JULIET,Tanker,Undefined,30,190,GPS,,SYNTHETIC,,AIS,136.8,53.2,15.0,15.0
25/08/2026 10:33:30,Class A,999100011,54.633937,11.176823,Under way using engine,0.0,4.2,15.0,15,Unknown,S0011,SYNTH KILO,Fishing,Undefined,6,19,GPS,,SYNTHETIC,,AIS,13.7,5.3,3.0,3.0
25/08/2026 10:33:30,Class A,999100012,54.609884,11.494899,Under way using engine,0.0,8.9,200.0,200,Unknown,S0012,SYNTH LIMA,Cargo,Undefined,18,110,GPS,,SYNTHETIC,,AIS,79.2,30.8,9.0,9.0
25/08/2026 10:33:30,Class A,999100013,54.640016,11.206846,Under way using engine,0.0,5.5,340.0,340,Unknown,S0013,SYNTH MIKE,Tug,Undefined,10,30,GPS,,SYNTHETIC,,AIS,21.6,8.4,5.0,5.0
25/08/2026 10:33:30,Class A,999100014,54.473124,11.303986,Under way using engine,0.0,17.4,182.0,182,Unknown,S0014,SYNTH NOVEMBER,Passenger,Undefined,26,165,GPS,,SYNTHETIC,,AIS,118.8,46.2,13.0,13.0
25/08/2026 10:33:30,Class A,999100015,54.471050,11.361324,Under way using engine,0.0,11.9,250.0,250,Unknown,S0015,SYNTH OSCAR,Cargo,Undefined,31,205,GPS,,SYNTHETIC,,AIS,147.6,57.4,15.5,15.5
25/08/2026 10:33:30,Class A,999100016,54.485386,11.256012,Under way using engine,0.0,10.2,70.0,70,Unknown,S0016,SYNTH PAPA,Tanker,Undefined,27,175,GPS,,SYNTHETIC,,AIS,126.0,49.0,13.5,13.5
25/08/2026 10:33:40,Class A,999100001,54.579723,11.300167,Under way using engine,0.0,12.4,68.0,68,Unknown,S0001,SYNTH ALPHA,Cargo,Undefined,28,180,GPS,,SYNTHETIC,,AIS,129.6,50.4,14.0,14.0
25/08/2026 10:33:40,Class A,999100002,54.593591,11.327069,Under way using engine,0.0,11.1,247.0,247,Unknown,S0002,SYNTH BRAVO,Tanker,Undefined,32,228,GPS,,SYNTHETIC,,AIS,164.2,63.8,16.0,16.0
25/08/2026 10:33:40,Class A,999100003,54.569244,11.328250,Under way using engine,0.0,9.8,71.0,71,Unknown,S0003,SYNTH CHARLIE,Cargo,Undefined,16,96,GPS,,SYNTHETIC,,AIS,69.1,26.9,8.0,8.0
25/08/2026 10:33:40,Class A,999100004,54.589091,11.287642,Under way using engine,0.0,16.2,195.0,195,Unknown,S0004,SYNTH DELTA,Passenger,Undefined,24,142,GPS,,SYNTHETIC,,AIS,102.2,39.8,12.0,12.0
25/08/2026 10:33:40,Class A,999100005,54.592182,11.351397,Under way using engine,0.0,6.4,310.0,310,Unknown,S0005,SYNTH ECHO,Fishing,Undefined,7,26,GPS,,SYNTHETIC,,AIS,18.7,7.3,3.5,3.5
